MSSubClass,MSZoning,Neighborhood,OverallQual,YearRemodAdd,RoofStyle,BsmtQual,BsmtExposure,HeatingQC,CentralAir,1stFlrSF,GrLivArea,BsmtFullBath,KitchenQual,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,PavedDrive,SaleCondition
70,1,4,7,3,1,2,1,4,1,6.535241271013659,7.228388451573604,0,2,1,4,2,1,2,0,3
20,3,8,5,50,0,2,1,4,1,6.947937068614969,6.947937068614969,1,1,0,1,4,2,1,2,3
20,3,8,5,9,2,2,1,4,1,7.217443431696533,7.217443431696533,1,1,2,3,1,1,1,2,3
120,3,21,7,0,0,3,1,4,1,7.221105098182496,7.221105098182496,0,2,1,4,4,2,2,2,4
20,3,8,5,48,0,2,1,2,1,6.761572768804055,6.761572768804055,1,1,0,1,2,1,2,2,3
20,3,9,6,24,0,2,1,2,1,6.984716320118266,6.984716320118266,0,1,0,1,4,1,2,2,3
45,3,16,5,57,0,2,1,1,0,6.670766320845874,6.670766320845874,0,1,0,1,2,1,1,2,3
20,3,21,10,0,2,4,1,4,1,7.61085279039525,7.61085279039525,1,3,1,4,4,3,3,2,4
80,3,12,6,37,0,2,1,2,1,7.228388451573604,7.6586995582682995,0,1,1,3,4,2,2,2,0
60,3,22,7,12,0,3,1,4,1,7.152268856032539,7.759614150696903,0,2,1,3,4,2,3,2,3
60,3,14,6,9,0,3,2,4,1,6.782192056006791,7.493317248862145,1,1,0,1,4,2,2,2,3
70,3,16,7,5,1,3,1,4,1,7.151485463904735,7.640123172695364,0,2,2,4,2,1,1,2,3
190,3,4,4,8,0,0,0,2,0,6.542471960506805,7.165493475060845,0,1,0,1,0,0,0,0,3
20,3,8,6,50,0,2,1,4,1,7.126087273299125,7.126087273299125,0,1,2,4,4,1,1,2,3
50,1,3,6,56,0,2,1,4,1,6.911747300251674,7.416979621381154,0,1,2,4,2,1,2,2,3
60,3,5,10,-1,2,4,4,4,1,8.051340933292979,8.450198322591959,1,3,1,4,5,3,3,2,4
60,3,22,7,10,0,3,1,4,1,7.232010331664759,7.7823903355874595,1,2,1,3,4,3,3,2,3
20,4,18,7,1,0,3,1,4,1,7.143617602704121,7.143617602704121,0,2,1,3,4,1,2,2,3
20,3,8,5,7,2,3,1,2,1,6.833031732786201,6.833031732786201,0,1,0,1,4,1,1,2,3
60,3,21,9,0,2,4,3,4,1,7.297091005160418,7.905810312658931,1,3,1,4,4,3,3,2,4
30,3,5,4,5,0,2,2,4,1,6.405228458030842,6.405228458030842,1,1,0,1,0,0,0,0,3
20,3,16,6,32,2,2,1,2,1,7.83002808253384,7.83002808253384,1,1,2,3,4,2,2,2,1
80,3,19,6,19,0,3,3,4,1,7.319202458767849,7.319202458767849,1,2,1,2,4,2,2,2,0
70,1,3,6,9,0,1,2,4,1,6.621405651764134,7.216709486709457,0,1,0,1,2,3,2,2,3
20,3,8,5,3,0,0,0,4,1,6.717804695023691,6.717804695023691,0,1,1,0,2,1,1,2,3
20,3,3,1,57,0,0,0,1,0,5.811140992976701,5.811140992976701,0,0,0,1,0,0,0,0,3
60,3,13,8,2,0,4,3,4,1,6.561030665896573,7.254177846456518,0,2,1,4,4,3,2,2,3
190,3,5,5,17,0,3,4,2,1,6.709304340258298,7.205635176410364,1,1,0,1,0,0,0,0,3
60,3,14,7,9,0,3,3,4,1,6.779921907472252,7.452402451223638,0,2,0,1,4,3,2,2,3
20,3,8,4,36,2,2,1,2,1,6.761572768804055,6.761572768804055,0,1,0,1,2,1,2,2,3
20,3,6,5,38,2,2,1,2,1,7.055312843339752,7.055312843339752,0,1,1,2,4,1,1,2,3
20,3,14,8,8,0,3,3,4,1,7.3783837129967145,7.3783837129967145,1,2,1,3,4,2,2,2,3
20,3,19,9,3,2,4,3,4,1,7.516433302915632,7.516433302915632,1,3,1,4,4,3,3,2,3
60,3,22,8,7,0,3,1,4,1,6.904750769961838,7.734121303328305,0,2,1,3,5,3,3,2,3
20,3,12,7,10,2,4,1,4,1,7.426549072397305,7.426549072397305,1,2,1,3,4,3,2,2,3
120,2,8,7,9,0,3,3,4,1,6.642486801367256,6.642486801367256,1,1,0,1,4,3,1,2,3
60,3,13,7,0,0,3,3,4,1,6.498282149476434,7.310550158534422,1,2,1,4,4,2,2,2,4
50,3,12,7,18,0,3,1,3,1,7.227662498728654,7.688455356549944,0,2,0,1,4,1,3,2,3
50,3,3,6,57,0,3,1,4,1,6.818924065275521,7.399398083331354,0,1,1,4,2,1,2,2,3
85,3,9,5,37,0,3,3,4,1,6.643789733147672,6.643789733147672,1,1,0,1,2,1,2,2,3
20,1,4,5,13,0,2,1,2,1,6.715383386334681,6.715383386334681,1,1,0,1,2,2,2,2,3
60,4,18,7,5,0,3,1,4,1,6.815639990074331,7.646831391430482,0,2,1,4,5,3,2,2,3
120,3,11,6,31,0,3,1,2,1,6.974478911025045,6.974478911025045,0,1,0,1,4,2,2,2,0
20,1,4,5,51,2,2,1,3,1,6.833031732786201,6.833031732786201,0,1,0,1,4,3,1,2,3
20,3,21,8,3,0,4,3,4,1,7.448333860897476,7.448333860897476,0,2,1,4,4,2,3,2,3
20,3,5,4,6,0,0,0,4,1,7.026426808699636,7.026426808699636,0,2,0,1,2,3,2,0,3
60,3,21,7,4,0,3,1,4,1,6.913737350659685,7.6236419465115715,1,2,1,4,5,2,3,2,3
45,1,3,5,56,0,2,1,2,1,6.954638864880987,6.954638864880987,0,1,1,4,2,1,1,2,3
20,3,8,5,49,0,2,1,2,1,6.9957661563048505,6.9957661563048505,1,1,1,3,4,3,1,2,3
50,0,0,4,56,0,2,1,3,1,6.799055862058796,7.197435354096591,0,1,0,1,1,1,1,2,3
60,3,13,7,11,0,3,4,4,1,6.591673732008658,7.27655640271871,0,1,1,3,4,1,2,2,3
120,3,15,7,2,0,3,4,4,1,7.350516171833998,7.350516171833998,0,2,1,3,4,3,2,2,3
20,3,6,5,14,2,3,1,2,1,7.238496840894365,7.238496840894365,1,1,1,4,2,1,2,2,3
20,3,9,5,31,0,3,3,3,1,7.236339342754344,7.236339342754344,1,1,1,3,4,2,2,2,3
30,3,5,5,39,0,2,1,4,1,6.903747257584598,6.903747257584598,1,1,1,4,0,0,0,2,3
50,3,5,6,58,0,3,2,4,1,7.0587581525186645,7.422971251049421,0,1,1,4,2,3,2,0,3
60,3,22,7,6,0,3,1,4,1,7.061334366910438,7.738488122494646,1,2,1,3,4,2,2,2,3
70,3,7,6,60,0,3,1,2,0,6.734591659972948,7.4067107301776405,1,0,0,1,2,1,1,2,3
60,3,20,9,1,2,3,1,4,1,7.033506484287697,7.825644732219989,0,3,1,4,5,3,3,2,3
20,3,21,7,6,0,3,1,4,1,7.336285660021297,7.336285660021297,0,2,0,1,4,2,2,2,3
50,3,10,8,0,0,3,4,4,1,7.310550158534422,7.664815785285735,1,2,1,4,5,3,2,2,3
90,3,8,5,27,0,3,4,2,1,6.849066282633458,6.849066282633458,1,1,2,3,2,1,2,2,3
90,3,8,5,43,0,2,1,2,1,7.454719949364001,7.454719949364001,0,1,0,1,2,1,2,2,3
20,3,8,6,47,0,2,1,4,1,6.761572768804055,6.761572768804055,1,2,0,1,4,1,1,2,0
60,3,19,7,0,0,4,3,3,1,6.740519359606223,7.433666540166168,0,2,0,1,4,2,2,2,4
80,3,13,7,7,0,3,1,4,1,6.651571873589727,7.265429723253953,0,1,1,3,5,2,2,2,3
80,3,8,5,2,1,2,3,2,1,6.3561076606958915,7.011213987350367,0,1,0,1,5,1,1,2,3
50,3,8,5,58,0,2,1,2,1,6.723832440821209,7.103322062526113,0,1,0,1,2,1,1,2,0
50,3,7,7,59,0,2,1,3,1,6.776506992372183,7.29776828253138,0,1,1,4,2,1,1,2,3
80,3,6,5,40,0,2,3,4,1,7.1853870155804165,7.1853870155804165,1,1,2,2,4,2,2,2,0
160,4,18,7,1,0,3,1,4,1,6.555356891810665,7.238496840894365,0,2,0,1,2,1,2,2,0
50,1,4,5,54,0,2,1,4,0,6.956545443151569,7.492760300922379,0,1,0,1,4,1,1,2,3
20,3,8,6,20,0,2,1,4,1,7.264730177929867,7.264730177929867,0,2,2,4,4,1,2,2,3
20,3,21,8,0,2,4,1,4,1,7.621684998724611,7.621684998724611,0,3,1,4,4,2,3,2,4
90,3,5,6,17,0,3,3,2,1,6.704414354964107,6.704414354964107,1,1,0,1,0,0,0,2,3
75,1,4,10,8,0,2,1,3,1,7.327123292259293,7.928406026180535,0,2,1,4,2,1,2,2,3
50,1,3,4,14,0,2,1,4,1,6.8966943316227125,7.360739903058278,0,2,0,1,2,1,1,2,3
20,3,19,8,0,2,4,4,4,1,7.614805364711073,7.614805364711073,1,2,2,4,4,2,3,2,4
30,3,3,6,8,0,2,2,4,1,6.731018100482083,6.731018100482083,1,0,0,1,2,3,1,0,3
85,3,6,5,27,2,2,3,2,1,6.756932389247553,6.756932389247553,1,1,0,1,2,1,2,2,3
20,3,17,5,6,1,2,4,4,1,7.29505641646263,7.29505641646263,2,3,2,4,4,1,1,2,4
40,1,3,5,48,0,2,1,2,1,6.658011045870748,6.840546529288687,0,1,0,1,2,1,1,1,3
60,3,14,7,4,0,3,1,4,1,6.646390514847729,7.366445148327599,0,2,0,1,4,2,2,2,3
60,3,21,10,1,0,4,4,4,1,7.454719949364001,7.738923757439457,1,3,1,4,5,2,3,2,3
20,3,9,5,5,0,2,1,4,1,6.704414354964107,6.704414354964107,1,1,0,1,2,3,2,2,3
120,1,14,6,6,0,3,3,4,1,6.742880635791903,6.742880635791903,1,2,0,1,4,3,2,2,3
20,3,14,5,33,2,3,1,2,1,6.828712071641684,6.828712071641684,0,1,0,1,2,1,1,2,3
20,3,20,8,0,0,3,4,4,1,7.509883061154913,7.509883061154913,1,2,1,3,4,3,3,2,4
70,1,4,6,13,0,2,1,4,0,6.52795791762255,7.221105098182496,0,1,0,1,2,1,1,0,3
120,3,15,7,0,0,4,3,4,1,7.2456550675945355,7.2456550675945355,0,2,1,4,4,3,3,2,4
20,3,16,5,29,0,3,2,4,1,7.4067107301776405,7.4067107301776405,1,2,1,3,4,3,2,2,3
160,1,11,6,28,0,3,1,2,1,6.573680166960646,7.349873704738337,1,1,1,3,4,3,2,2,3
60,3,21,8,1,0,3,3,4,1,6.964135612418245,7.55171221535131,1,3,1,4,5,3,2,2,3
50,1,0,6,57,0,2,1,2,1,6.659293919683638,7.226209010100671,0,2,1,4,2,1,1,1,3
60,3,10,8,14,0,3,2,4,1,6.831953565565855,7.557472901614746,1,2,1,3,4,3,2,2,0
160,4,18,7,5,0,3,1,4,1,6.396929655216146,7.090076835776092,0,2,0,1,2,2,2,2,3
20,3,14,7,6,0,3,2,4,1,7.309212365692763,7.309212365692763,1,2,1,3,4,2,2,2,3
60,3,8,7,19,0,2,1,2,1,7.078341579557671,7.593877844605118,0,1,3,2,4,1,2,2,3
20,3,14,5,13,0,3,1,3,1,6.946975992135418,6.946975992135418,1,2,0,1,2,1,2,2,3
20,3,5,5,4,0,2,1,4,1,7.013915474810528,7.60489448081162,1,3,0,1,4,1,1,2,3
70,3,16,8,9,0,3,2,2,1,7.570443252057374,8.069029328774958,0,1,2,4,3,1,2,2,1
20,3,6,4,46,0,2,2,3,1,6.9363427358340495,6.9363427358340495,1,1,0,1,4,1,1,2,3
60,3,14,9,9,2,4,2,4,1,7.297091005160418,7.674617497364363,1,3,2,5,4,3,3,2,3
80,3,12,6,29,0,3,3,2,1,6.939253946041508,6.939253946041508,0,1,1,3,4,1,2,2,3
60,3,14,8,8,0,3,3,4,1,7.1693500166706,7.534762657037537,1,3,1,3,5,2,2,2,3
20,3,9,5,0,0,3,1,4,1,7.02108396428914,7.02108396428914,0,1,0,1,0,0,0,2,4
180,1,1,4,38,0,3,3,4,1,6.4457198193855785,6.4457198193855785,1,1,0,1,0,0,0,2,3
85,3,8,6,47,0,2,4,4,1,6.960347729101308,6.960347729101308,1,2,0,1,4,2,2,2,0
60,3,13,6,3,0,3,1,4,1,6.693323668269949,7.319202458767849,1,2,1,4,4,3,2,2,3
45,3,8,6,54,0,2,1,3,1,6.723832440821209,6.723832440821209,0,2,0,1,2,1,2,2,3
20,3,21,9,0,2,4,3,4,1,7.510977752014095,7.510977752014095,0,2,1,4,4,1,3,2,4
60,3,19,8,5,2,3,4,4,1,7.301147805856032,7.724004656676065,1,2,2,4,4,3,3,2,3
30,3,5,3,58,0,2,1,2,0,6.761572768804055,6.761572768804055,1,1,0,1,0,0,0,0,3
60,3,12,6,11,0,2,1,2,1,7.344719054149673,7.868636894184167,0,1,1,3,4,2,2,2,3
20,3,6,5,32,0,2,1,2,1,6.887552571664617,6.887552571664617,0,1,0,1,2,1,2,2,3
160,4,18,6,7,0,3,1,4,1,6.628041376179533,7.321188556739478,0,2,1,3,2,1,2,2,3
60,3,12,6,34,0,2,1,3,1,6.919683849847411,7.489970898834801,1,1,1,3,4,2,2,2,3
20,3,8,6,48,2,2,1,2,1,7.017506142941256,7.017506142941256,0,1,0,1,4,1,2,2,3
20,3,8,5,29,2,2,1,2,1,7.259819610363186,7.259819610363186,0,1,1,3,4,2,1,2,3
80,3,8,6,38,0,2,3,4,1,7.326465613840322,7.326465613840322,1,1,2,4,3,2,1,2,3
60,3,8,5,38,0,3,3,2,1,6.946975992135418,7.640123172695364,0,0,2,3,4,1,2,2,2
80,3,8,6,44,0,2,4,2,1,7.2078598714324755,7.2078598714324755,1,1,0,1,4,2,2,2,3
70,1,4,5,15,0,1,1,2,1,6.9930151229329605,7.4673710669175595,0,3,0,1,2,1,1,0,0
120,3,21,8,1,0,3,2,4,1,7.348587530927593,7.348587530927593,0,2,1,4,4,2,2,2,3
20,3,12,7,32,2,2,1,2,1,7.252053951852814,7.252053951852814,0,1,1,3,4,3,2,2,2
20,3,8,5,2,0,2,1,2,1,6.962243464266207,6.962243464266207,0,1,0,1,4,1,1,2,3
90,3,4,6,30,0,2,1,3,1,6.962243464266207,6.962243464266207,2,1,0,1,2,1,2,2,3
190,2,7,6,12,2,2,1,4,1,7.272398392570047,8.130059039992796,0,0,0,1,0,0,0,0,0
30,1,3,2,59,0,2,1,1,0,6.684611727667927,6.684611727667927,0,0,1,0,0,0,0,0,3
190,1,4,5,55,0,2,1,2,1,6.698268054115413,7.234898420314831,0,2,0,1,5,1,1,2,3
30,3,5,5,58,0,1,1,3,1,6.679599185844383,6.679599185844383,0,1,0,1,0,0,0,1,3
120,3,15,8,0,2,3,3,4,1,7.356918242356021,7.356918242356021,1,3,1,4,4,3,3,2,4
120,3,21,8,4,2,4,4,4,1,7.325148957955575,7.325148957955575,0,3,1,4,4,2,2,2,3
60,4,18,7,6,0,3,1,4,1,6.963189985870238,7.564757012905729,1,2,1,3,4,3,2,2,3
80,3,8,8,14,0,3,4,3,1,7.600902459542082,7.902487437162855,1,3,3,3,4,3,2,2,3
60,3,12,5,38,1,2,1,4,1,6.659293919683638,7.3901814282264295,0,1,0,1,4,3,2,2,3
20,4,18,9,0,0,4,2,4,1,7.476472381163905,7.476472381163905,1,3,1,4,4,3,3,2,4
20,3,8,6,36,2,2,1,2,1,6.8885724595653635,6.8885724595653635,1,1,0,1,2,1,2,2,3
20,3,8,5,58,2,0,0,3,1,6.954638864880987,6.954638864880987,0,1,0,1,2,1,2,2,3
20,3,5,6,55,2,2,2,4,1,6.9975959829819265,6.9975959829819265,0,1,2,4,4,2,2,2,3
60,3,8,6,44,0,2,1,2,1,6.957497370876951,7.516977224604321,0,1,1,3,4,1,2,2,3
180,1,1,4,37,0,3,3,3,1,6.4457198193855785,6.4457198193855785,1,1,0,1,0,0,0,2,3
60,4,18,7,1,0,3,1,4,1,6.71174039505618,7.417580402414544,0,2,0,1,4,2,2,2,3
70,3,5,4,59,0,2,2,2,1,6.626717749249025,7.31986492980897,1,1,1,4,2,1,1,1,3
60,3,14,7,13,0,3,1,4,1,6.812345094177479,7.447751280047908,0,2,1,3,4,2,2,2,3
50,1,0,6,13,0,2,1,4,1,6.628041376179533,7.292337176173877,0,1,0,1,2,1,1,2,3
20,3,22,8,13,2,3,4,4,1,7.655864017616056,7.655864017616056,1,2,1,3,4,3,3,2,3
160,1,2,6,39,0,2,1,2,1,6.263398262591624,6.9957661563048505,0,1,0,1,2,1,1,2,2
20,3,8,5,2,0,2,1,4,1,6.959398512133975,6.959398512133975,1,2,0,1,4,2,1,2,3
70,3,16,7,8,0,3,1,2,1,6.7464121285733745,7.31455283232408,0,1,1,4,4,2,1,1,3
50,3,8,6,60,0,2,1,2,1,6.815639990074331,7.284820912568604,0,1,1,4,4,1,1,2,0
20,3,5,5,10,2,2,1,4,1,7.303843225277705,7.303843225277705,1,1,0,1,2,3,2,2,3
60,3,12,7,31,0,3,1,2,1,7.040536390215956,7.5678626054638825,0,1,1,3,4,2,2,2,3
60,3,22,8,4,2,3,1,4,1,7.430114138561801,7.803026643632217,1,2,1,3,4,2,3,2,3
20,3,8,6,41,2,1,1,3,1,7.238496840894365,7.238496840894365,1,1,2,3,4,2,2,2,3
85,3,5,4,36,0,3,3,2,1,7.074116816197362,7.074116816197362,1,1,0,1,2,2,2,2,3
20,3,18,8,0,0,4,2,4,1,7.64826303090192,7.64826303090192,1,3,1,5,4,3,3,2,4
60,3,13,8,6,0,3,1,4,1,7.282073658093465,7.568379267836522,0,2,1,3,4,2,2,2,3
60,3,8,6,28,1,3,1,2,1,7.289610521451167,7.77485576666552,0,1,1,0,1,1,2,2,0
20,3,10,6,10,0,3,1,4,1,7.425953657077541,7.425953657077541,1,2,1,2,4,2,2,2,3
20,3,6,5,19,0,2,1,3,1,7.270312886079025,7.270312886079025,1,1,1,3,2,1,2,2,3
30,3,16,4,56,0,1,1,4,1,7.07326971745971,7.07326971745971,0,0,1,4,2,1,1,2,3
60,3,14,6,4,0,3,1,4,1,6.6039438246004725,7.297091005160418,1,2,0,1,4,3,2,2,3
70,2,5,6,59,1,2,1,2,0,6.546785410760524,7.221835825288449,1,1,0,1,2,1,1,2,3
20,3,11,6,29,0,3,1,2,1,7.0967213784947605,7.0967213784947605,1,1,1,3,4,2,2,2,3
20,3,16,6,3,2,2,1,4,1,7.516977224604321,7.516977224604321,1,2,2,3,4,3,2,2,3
20,3,8,6,43,0,2,1,2,1,7.035268599281097,7.035268599281097,1,1,1,4,4,2,1,2,3
160,3,11,6,31,0,2,1,2,1,6.75110146893676,7.273092595999522,0,1,1,3,4,1,2,2,3
70,1,4,4,56,0,2,1,1,0,6.9985096422506015,7.480992162869525,1,1,0,1,1,1,3,0,3
30,3,4,5,3,0,2,1,4,1,6.674561391814426,6.674561391814426,0,2,0,1,2,1,1,0,3
20,3,20,8,1,2,4,2,4,1,7.6236419465115715,7.6236419465115715,0,2,1,4,4,3,3,2,4
20,3,6,5,46,2,2,1,2,1,6.895682697747868,6.895682697747868,1,1,0,1,2,1,2,2,3
120,3,10,6,30,0,3,1,2,1,6.827629234502852,6.827629234502852,0,1,1,3,4,2,1,2,3
50,2,7,5,9,0,2,1,4,1,6.742880635791903,7.326465613840322,0,1,0,1,2,1,1,2,0
120,3,17,6,11,0,3,2,4,1,7.1631723908466425,7.1631723908466425,1,2,1,4,4,1,2,2,3
20,3,14,9,5,2,3,3,4,1,7.419380582918692,7.419380582918692,1,2,1,3,4,3,3,2,3
60,3,22,7,12,0,3,1,3,1,7.085901464365611,7.516977224604321,0,1,0,1,4,3,2,2,3
160,3,20,7,23,0,3,2,3,1,7.081708586105575,7.644919344958857,1,2,1,3,4,3,2,2,3
60,4,18,7,0,0,3,1,4,1,6.773080375655535,7.473637108496206,0,2,0,1,4,3,2,2,4
160,4,18,7,3,0,3,1,4,1,6.311734809152915,7.004881989712859,0,2,0,1,2,1,2,2,3
20,3,20,8,0,0,3,3,4,1,7.257707677160043,7.257707677160043,1,2,1,4,4,2,2,2,4
120,3,21,6,1,0,3,3,4,1,7.216709486709457,7.216709486709457,0,2,1,4,4,2,2,2,3
120,1,14,6,4,0,3,4,4,1,6.742880635791903,6.742880635791903,1,2,1,3,4,2,2,2,3
60,3,22,10,12,0,4,4,4,1,7.8013913202914855,8.370084326378025,0,3,2,5,4,3,3,2,3
60,3,19,7,16,2,3,4,4,1,7.121252453244542,7.831617276352611,1,2,2,4,4,2,2,2,3
30,3,4,5,38,0,2,1,4,1,6.9782137426306985,6.9782137426306985,0,1,0,1,2,1,1,2,0
50,1,3,5,59,0,2,1,2,1,6.9726062513017535,7.338888133838879,0,1,0,1,2,1,2,2,3
20,3,19,6,19,0,3,1,3,1,7.036148493750536,7.036148493750536,1,2,1,3,4,1,2,2,3
30,1,3,5,56,0,2,1,3,1,6.423246963533519,6.423246963533519,0,1,0,1,2,1,1,2,3
20,3,5,5,54,0,4,2,1,1,7.045776576879511,7.045776576879511,0,1,0,1,2,1,1,2,3
20,3,6,5,1,0,2,1,4,1,6.795705775173514,6.795705775173514,1,1,1,4,2,1,1,2,3
120,4,18,7,4,0,3,2,4,1,7.237778191923443,7.237778191923443,0,2,0,1,4,2,2,2,3
20,3,19,8,4,2,4,4,4,1,7.495541943884256,7.495541943884256,1,2,1,4,4,3,3,2,3
20,3,12,7,37,2,2,1,2,1,7.059617628291383,7.059617628291383,0,1,0,1,4,1,2,2,3
60,3,20,8,0,2,4,1,4,1,7.142036574706803,7.853993087224244,0,3,1,4,5,3,3,2,4
190,1,4,5,14,0,3,1,3,1,6.939253946041508,7.502186486602924,0,2,1,0,2,1,2,0,3
20,3,14,7,5,0,3,3,4,1,7.302496423727326,7.302496423727326,1,2,0,1,4,2,2,2,3
190,1,0,4,60,2,0,0,1,0,5.918893854273146,6.9957661563048505,0,0,0,1,0,0,0,0,3
20,3,17,7,5,0,3,4,2,1,7.508787170634276,7.508787170634276,1,2,2,3,4,1,2,2,3
120,3,21,8,3,2,3,1,4,1,7.188412736496954,7.188412736496954,1,2,1,4,4,3,2,2,3
60,3,13,7,0,2,3,3,4,1,6.590301048196686,7.283448228756631,0,2,1,4,4,3,2,2,4
20,3,6,5,42,0,2,1,2,1,6.806829360392176,6.806829360392176,0,1,0,1,4,1,1,2,0
30,3,3,3,5,0,2,1,3,1,6.591673732008658,6.591673732008658,0,1,0,1,0,0,0,0,3
50,0,0,4,60,0,2,2,3,1,6.755768921984255,7.071573364211532,0,1,0,1,2,2,1,0,0
120,3,20,8,19,0,3,2,3,1,7.113142108707088,7.113142108707088,1,2,1,4,4,3,2,2,3
190,3,3,4,36,0,2,3,2,0,6.866933284461882,6.866933284461882,1,1,0,1,2,1,2,2,3
60,3,6,6,5,0,2,1,4,1,6.586171654854675,7.2991214627108,0,2,0,1,4,2,2,2,3
20,3,12,6,35,2,3,1,2,1,7.2078598714324755,7.2078598714324755,0,1,1,3,4,2,2,2,3
70,1,4,7,9,0,2,1,4,1,7.362645270417825,7.845416036592485,0,1,0,1,2,1,2,1,3
20,3,12,5,8,0,3,1,3,1,7.071573364211532,7.071573364211532,0,2,1,2,4,1,2,2,3
60,3,22,7,14,2,3,4,4,1,7.1891677384203225,7.790696031174738,1,2,1,3,4,2,3,2,3
20,3,14,5,37,0,3,4,2,1,6.878326468291325,6.878326468291325,0,1,1,0,4,1,1,2,3
120,3,20,8,21,0,3,4,2,1,7.462789157412448,7.462789157412448,1,2,1,3,4,2,2,2,3
120,1,14,6,6,0,3,3,4,1,6.742880635791903,6.742880635791903,1,2,0,1,4,2,2,2,3
20,3,8,4,39,0,2,1,4,1,6.761572768804055,6.761572768804055,0,1,0,1,2,1,2,2,3
50,3,5,4,36,0,2,1,4,1,6.904750769961838,7.293017679772782,0,1,0,1,2,1,1,2,3
20,3,5,9,1,2,4,1,4,1,7.437206366871292,7.437206366871292,1,3,1,4,4,3,3,2,3
20,3,8,4,39,0,2,1,2,1,6.761572768804055,6.761572768804055,0,2,0,1,2,1,2,2,3
20,3,16,6,2,2,3,1,4,1,7.426549072397305,7.426549072397305,1,2,1,4,4,3,2,2,3
20,3,14,7,2,0,3,3,4,1,7.116394144093465,7.116394144093465,1,2,0,1,4,2,2,2,3
90,3,8,5,51,0,2,1,2,1,7.4821189235521155,7.4821189235521155,1,1,0,1,2,1,3,2,0
30,1,0,4,59,0,2,1,2,1,6.742880635791903,7.0967213784947605,0,1,0,1,2,1,2,2,3
120,3,20,8,14,0,3,1,4,1,7.38770923908104,7.38770923908104,1,2,1,3,4,2,2,2,3
80,3,19,7,4,0,4,3,4,1,7.044032897274685,7.044032897274685,1,2,1,4,4,3,2,2,3
60,3,14,7,9,0,3,3,4,1,7.050122520269059,7.616283561580385,0,2,1,3,4,3,2,2,3
20,3,6,5,26,2,2,1,4,1,7.042286171939743,7.042286171939743,1,1,1,3,4,2,1,2,3
20,3,6,5,39,0,2,1,2,1,6.854354502255021,6.854354502255021,0,1,0,1,4,1,1,2,2
75,1,4,7,36,0,3,2,1,0,6.779921907472252,7.477604243197589,0,1,2,3,2,1,2,0,3
90,3,8,3,56,0,0,0,3,0,6.946975992135418,6.946975992135418,0,1,0,1,2,1,2,2,3
60,3,13,8,1,0,3,1,4,1,6.803505257608338,7.496097345175956,0,2,1,4,4,3,3,2,3
90,3,5,5,21,0,3,4,2,1,7.090076835776092,7.090076835776092,3,1,0,1,0,0,0,2,1
60,3,14,7,5,0,3,1,4,1,6.761572768804055,7.454719949364001,0,2,0,1,4,2,2,2,3
70,1,4,5,5,0,1,1,4,1,6.643789733147672,7.266827347520591,0,1,0,1,2,1,2,2,0
20,3,6,6,12,2,2,2,3,1,6.815639990074331,6.815639990074331,1,2,0,1,2,1,1,2,3
20,3,10,7,6,0,3,1,4,1,7.207118856207756,7.207118856207756,0,1,0,1,4,1,2,2,3
80,3,6,5,10,0,3,3,4,1,7.288927694521257,7.288927694521257,0,1,1,3,4,2,2,2,3
120,3,20,8,15,0,3,1,3,1,7.198183577101943,7.198183577101943,1,2,1,3,4,2,2,2,3
60,3,12,8,12,2,2,1,4,1,7.069023426578259,7.906547232368036,0,2,2,3,5,3,2,2,3
60,3,13,7,9,0,3,1,4,1,6.887552571664617,7.721348612617949,0,2,1,3,5,3,2,2,3
70,1,4,7,6,1,2,1,2,0,7.1853870155804165,7.878534196140362,0,2,1,4,2,1,4,0,3
20,3,22,7,14,2,3,1,4,1,7.450079569807499,7.450079569807499,1,2,1,3,4,3,2,2,3
50,3,5,4,59,0,0,0,2,0,6.992096427415888,7.332369205929062,0,1,0,1,2,1,1,0,3
50,1,4,4,6,0,2,1,3,1,6.674561391814426,7.038783541388542,0,1,0,1,0,0,0,0,3
60,3,13,7,4,0,3,1,4,1,6.492239835020471,7.1853870155804165,0,2,0,1,4,3,2,2,3
20,3,14,6,9,0,3,4,4,1,7.309212365692763,7.309212365692763,1,2,0,1,4,2,2,2,3
60,3,21,8,1,0,3,2,3,1,6.945051063725834,7.6487397889562425,0,3,1,4,4,2,3,2,3
20,3,8,6,4,0,2,1,3,1,6.933423025730715,6.933423025730715,1,2,0,1,2,2,2,2,3
160,4,18,6,10,0,3,1,3,1,6.60934924316738,7.293697720601438,0,1,0,1,2,1,2,2,3
60,3,14,8,2,0,3,3,4,1,6.763884908562435,7.477604243197589,0,2,0,1,4,2,2,2,3
60,3,6,6,32,2,2,2,2,1,6.51025834052315,7.234177179749849,0,1,1,3,4,3,2,2,0
160,4,18,7,9,0,3,1,3,1,6.6293632534374485,7.313886831633462,0,1,0,1,2,1,2,2,3
60,3,22,8,12,0,3,3,4,1,7.191429330036379,7.836369760545124,0,2,1,3,4,2,3,2,3
20,3,8,6,50,2,2,1,4,1,6.761572768804055,6.761572768804055,0,1,0,1,2,1,1,2,3
30,1,3,5,59,0,2,2,2,1,7.170888478512505,7.170888478512505,0,0,0,1,2,1,2,2,3
60,4,18,7,1,0,3,2,4,1,6.638567789166521,7.344072850573066,0,2,0,1,4,1,2,2,3
